N	F0	m	d_ms	d0	v0	prob	collision
4	3167	803	57	14	81	0.080	0
8	2387	1041	360	10	108	0.280	1
6	1260	1886	102	15	79	0.320	0
6	998	998	19	7	110	0.350	0
3	2615	740	384	13	105	0.060	0
6	1624	1239	304	8	55	0.260	0
3	406	921	66	6	113	0.180	0
4	2572	849	123	17	52	0.440	0
8	4922	1017	468	9	89	0.290	1
7	3362	1887	120	18	79	0.340	0
4	3041	1323	425	14	92	0.290	0
3	714	1442	295	9	119	0.220	0
7	4951	1184	276	14	115	0.280	0
3	1697	1549	438	17	118	0.320	0
8	1080	1807	342	5	78	0.350	0
3	962	1225	124	11	97	0.180	0
7	2039	1029	257	9	74	0.440	0
3	4481	1763	264	16	59	0.080	0
4	1880	1222	166	6	73	0.160	0
7	1865	1327	393	19	74	0.470	0
3	4384	870	32	13	119	0.130	0
4	2886	1942	45	16	111	0.310	0
4	630	1031	260	15	86	0.390	0
8	826	1085	141	17	114	0.110	0
6	2404	725	141	11	97	0.010	0
5	424	664	126	12	82	0.010	0
5	2319	1315	471	6	78	0.170	1
5	3699	1660	255	12	115	0.130	0
4	4681	1747	118	5	104	0.420	1
6	741	1035	129	5	95	0.490	0
6	2603	1527	456	13	62	0.150	0
3	3298	1536	120	17	119	0.310	0
4	3332	1288	327	12	110	0.180	0
5	4954	1154	91	15	118	0.140	0
7	606	1367	270	15	91	0.290	0
8	2658	893	182	15	85	0.220	0
4	2913	666	472	13	76	0.140	1
4	1641	788	268	9	95	0.220	0
8	4909	1723	415	13	86	0.010	0
3	4497	1477	387	15	65	0.390	0
6	3514	1298	295	8	80	0.340	1
6	611	1254	232	16	118	0.080	0
8	3602	1298	181	15	70	0.020	0
7	2293	1771	470	12	75	0.020	0
8	3158	1944	56	15	103	0.470	0
5	4879	625	60	5	108	0.100	0
5	2796	1906	50	17	57	0.030	0
7	1706	1964	149	19	66	0.130	0
3	653	1037	26	15	81	0.230	0
3	3023	1337	91	19	50	0.360	0
6	4859	1309	192	7	80	0.360	1
8	461	738	66	9	50	0.230	0
8	4719	665	11	8	80	0.480	0
5	1808	1118	462	5	112	0.130	1
7	842	1872	202	17	117	0.010	0
7	634	1251	407	17	87	0.250	0
6	4549	568	188	8	88	0.080	1
7	3952	1883	267	11	119	0.350	0
8	2272	1393	384	12	87	0.390	0
7	4708	698	137	10	66	0.240	0
3	1681	1528	134	15	108	0.450	0
7	1967	1737	454	13	85	0.030	0
3	1067	1263	16	18	66	0.360	0
4	4899	1622	115	13	72	0.210	0
6	2228	1564	447	13	70	0.030	0
4	4045	640	129	13	111	0.480	0
6	1211	1900	404	8	51	0.290	0
3	4804	1940	484	13	88	0.450	1
5	4604	939	152	11	71	0.120	0
6	4598	1966	178	5	57	0.310	1
6	1572	656	188	6	112	0.110	1
4	4608	1829	453	14	118	0.100	0
8	4812	826	433	17	60	0.060	0
5	2120	1536	106	15	62	0.160	0
4	1471	1081	291	13	77	0.450	0
7	3147	1614	272	12	92	0.410	0
3	1001	1591	200	8	62	0.080	0
8	4230	532	146	15	55	0.320	0
5	3536	1727	219	13	87	0.040	0
4	1669	1488	170	11	117	0.480	0
4	2186	812	483	16	76	0.450	0
5	3137	932	30	17	65	0.380	0
3	1643	829	426	12	115	0.230	0
4	1819	1523	17	9	64	0.170	0
5	3974	585	312	17	70	0.170	0
8	462	978	483	11	74	0.030	0
5	431	1140	216	19	113	0.080	0
6	1180	1492	343	19	109	0.130	0
8	2455	817	57	7	119	0.060	0
7	745	964	484	6	93	0.350	1
3	2086	1767	339	13	95	0.410	0
8	344	1029	114	14	111	0.380	0
7	4430	1809	177	16	67	0.360	0
3	2895	732	214	11	53	0.060	0
6	1721	1320	226	17	91	0.410	0
3	3162	1153	119	5	118	0.030	1
6	4081	539	144	12	74	0.460	0
7	2742	1369	72	18	52	0.210	0
7	1197	629	16	14	101	0.050	0
6	3401	995	159	15	83	0.110	0
4	3911	1684	55	5	89	0.160	0
5	297	1779	402	8	63	0.490	0
5	702	1656	465	16	59	0.060	0
5	1903	1943	40	18	106	0.150	0
6	2392	788	276	12	59	0.490	0
6	4493	626	95	17	52	0.250	0
3	1045	1345	391	16	66	0.120	0
3	4913	1295	128	8	59	0.420	0
6	2853	1366	409	5	95	0.330	1
8	3698	1126	392	8	85	0.010	1
6	2413	1845	133	7	118	0.060	0
7	2461	1602	304	8	52	0.480	0
7	3338	590	111	16	56	0.440	0
8	3819	983	382	14	83	0.470	1
3	3510	832	406	6	113	0.410	1
3	1200	1861	194	16	96	0.260	0
7	2062	1435	255	6	66	0.170	0
5	1084	1659	27	15	59	0.110	0
9	4870	682	474	14	65	0.020	0
7	908	591	100	9	51	0.450	0
6	2249	1685	215	11	82	0.270	0
4	1945	1864	153	5	103	0.240	0
6	2444	1976	196	10	94	0.330	0
3	3489	1894	467	16	65	0.310	0
4	1160	1420	319	5	104	0.290	0
6	1754	700	30	5	99	0.360	0
3	4930	927	271	6	106	0.120	1
3	295	1347	63	16	99	0.480	0
5	3148	1045	7	12	119	0.320	0
4	4123	1766	489	8	105	0.340	1
4	4074	1854	117	9	103	0.030	0
5	3797	1310	280	9	112	0.290	1
5	324	1693	93	10	54	0.040	0
6	1688	1971	424	11	81	0.260	0
7	4179	1759	424	8	77	0.140	1
6	1079	759	392	7	77	0.440	1
3	1255	1022	172	12	108	0.240	0
5	1075	652	445	8	118	0.470	1
3	659	1505	383	12	106	0.180	0
6	1819	1123	36	12	83	0.390	0
8	2722	1195	47	19	97	0.100	0
3	1390	1576	118	15	76	0.440	0
4	1505	1195	335	6	68	0.080	1
4	3395	1377	471	19	77	0.150	0
5	3620	1248	192	12	55	0.180	0
6	640	635	145	5	91	0.410	0
7	1603	1394	416	12	69	0.110	0
7	437	1389	474	6	101	0.490	0
5	4124	1316	39	14	65	0.070	0
3	4757	744	394	5	73	0.060	1
3	4161	1443	208	6	96	0.210	1
4	1904	1492	27	15	53	0.390	0
7	4798	881	60	13	73	0.150	0
6	4171	1345	429	18	78	0.420	0
8	4848	1368	250	19	58	0.030	0
8	3649	1282	350	9	54	0.160	0
6	735	1838	288	19	73	0.270	0
8	3735	1568	399	10	83	0.370	1
6	4748	1468	137	19	77	0.480	0
3	1846	553	199	18	110	0.080	0
4	4808	1816	478	6	59	0.290	1
4	346	1852	490	5	107	0.090	0
6	2918	1458	133	15	102	0.460	0
8	1716	526	255	6	67	0.230	1
8	4234	1706	210	7	95	0.250	1
4	472	558	469	8	81	0.180	0
6	3224	1313	120	19	50	0.320	0
4	3124	1105	174	12	84	0.190	0
8	3628	737	337	10	54	0.030	0
5	4330	575	12	5	111	0.070	0
4	1544	1607	331	17	94	0.350	0
6	2646	1248	368	8	92	0.490	1
6	436	1636	364	13	68	0.020	0
6	4901	1315	471	10	108	0.080	1
7	2619	1338	284	8	65	0.140	0
8	2210	1004	439	6	55	0.450	1
7	3159	744	493	6	99	0.190	1
8	1290	807	338	9	73	0.430	1
5	3282	1968	397	13	107	0.220	0
8	4704	857	477	7	111	0.330	1
3	1080	1847	230	16	102	0.250	0
6	4664	1510	391	6	70	0.460	1
6	136	613	462	8	82	0.180	0
7	3730	1945	90	16	109	0.120	0
6	2830	1263	221	6	86	0.350	1
7	3371	1566	397	6	97	0.160	1
4	3578	1498	377	13	119	0.170	0
5	2647	1880	148	17	91	0.190	0
8	519	1667	333	5	114	0.010	0
7	2243	643	85	15	87	0.480	0
3	2114	1234	343	17	101	0.150	0
8	3082	751	87	6	59	0.010	0
7	1282	1004	57	5	60	0.060	0
5	3497	1567	243	8	66	0.100	0
8	1578	1663	340	9	107	0.180	0
7	3778	917	319	17	50	0.030	0
7	287	1646	477	5	77	0.010	0
4	2861	1875	470	6	87	0.160	1
4	1555	1891	325	12	51	0.230	0
3	860	541	452	15	98	0.210	0
5	1211	1622	132	11	64	0.150	0
7	1573	1333	493	19	70	0.120	0
6	2112	1280	148	5	99	0.390	0
5	587	1355	96	9	84	0.390	0
5	2559	1099	480	5	114	0.180	1
6	4655	1049	346	17	115	0.270	0
3	312	807	148	17	74	0.070	0
4	3879	1184	59	18	115	0.210	0
4	4549	1036	38	19	57	0.150	0
7	1503	1735	431	7	54	0.460	0
8	624	1591	107	11	114	0.230	0
8	732	1651	16	6	59	0.250	0
7	3246	1817	98	12	87	0.130	0
5	4816	837	109	7	98	0.150	0
7	2886	1646	435	5	104	0.240	1
8	689	731	16	15	100	0.300	0
7	1169	994	436	10	85	0.170	0
5	1336	1049	154	17	72	0.300	0
4	2139	1734	383	7	118	0.270	1
8	391	1489	373	16	111	0.180	0
5	255	542	335	15	74	0.390	0
3	4214	717	246	13	119	0.070	0
7	3807	1661	420	10	93	0.050	1
4	233	1171	320	15	93	0.260	0
3	818	1803	430	9	59	0.350	0
3	165	1849	49	16	89	0.080	0
5	2584	812	106	11	92	0.330	0
4	2796	847	223	13	65	0.150	0
8	1135	1532	350	11	51	0.470	0
5	150	1799	181	5	88	0.240	0
4	4182	1218	160	16	77	0.210	0
3	1249	1457	443	13	66	0.480	0
3	3525	1539	64	18	87	0.310	0
4	3756	1196	379	6	119	0.310	1
3	1911	1201	463	9	109	0.430	1
7	1320	775	76	13	99	0.140	0
5	4150	542	392	18	65	0.390	0
7	1974	1366	477	19	82	0.080	0
7	1890	1054	261	18	84	0.470	0
7	1754	1262	63	14	52	0.040	0
5	1687	747	177	10	54	0.310	0
7	4552	1376	286	11	92	0.290	0
4	4201	1258	48	13	94	0.490	0
3	4795	537	140	19	73	0.150	0
5	4547	1734	206	16	63	0.060	0
6	4752	1836	472	14	63	0.300	0
7	3212	1971	335	12	88	0.080	0
5	1225	1154	74	12	78	0.410	0
6	3099	972	40	14	118	0.290	0
6	2876	1786	38	12	77	0.100	0
3	3213	907	96	13	107	0.420	0
4	1692	1142	94	16	58	0.420	0
6	1929	1315	456	7	77	0.270	1
5	3084	695	5	13	97	0.260	0
5	1146	1007	411	5	95	0.110	1
7	4270	1237	445	16	61	0.060	0
3	4904	1648	163	5	79	0.330	1
5	436	1079	43	11	51	0.190	0
7	2736	1432	212	8	87	0.020	0
7	2796	1823	28	12	73	0.090	0
5	2325	1460	248	13	67	0.010	0
5	4866	1913	332	15	50	0.080	0
6	1483	1986	449	15	76	0.360	0
7	4103	1786	473	8	65	0.180	1
6	3312	1883	279	19	50	0.220	0
6	4742	1771	147	11	96	0.420	0
4	4981	1849	162	9	90	0.230	0
4	2170	1305	419	18	78	0.090	0
5	2141	733	123	8	70	0.240	0
8	3594	1236	377	8	107	0.270	1
6	500	1006	297	10	53	0.100	0
6	3942	796	384	7	94	0.380	1
5	2963	1460	378	9	97	0.350	1
6	202	629	163	12	99	0.100	0
5	1513	1027	372	6	56	0.150	1
5	4335	839	167	18	106	0.390	0
7	3522	636	50	18	77	0.160	0
6	4012	1097	190	13	67	0.180	0
3	1418	1761	488	16	64	0.210	0
5	1345	992	161	19	64	0.250	0
4	3147	850	232	17	113	0.350	0
7	4610	1376	330	11	77	0.360	1
6	1946	694	371	17	71	0.290	0
8	842	1652	218	18	76	0.090	0
5	4999	1133	43	6	58	0.040	0
4	1392	1602	147	7	67	0.190	0
6	2816	1300	270	10	61	0.270	0
8	2602	1225	426	6	74	0.240	1
6	3997	1871	255	7	71	0.160	0
3	311	1963	134	9	88	0.350	0
6	684	1613	41	12	94	0.080	0
8	2899	821	23	15	94	0.260	0
7	961	1469	154	19	64	0.090	0
7	3785	1485	333	9	60	0.280	0
3	4574	1324	252	14	118	0.090	0
4	4692	590	326	6	79	0.460	1
7	611	1941	371	18	81	0.470	0
4	2351	1323	347	13	71	0.060	0
5	2926	1113	484	11	107	0.310	1
6	1290	1826	55	8	113	0.230	0
6	4539	528	406	15	52	0.180	0
5	4221	868	121	6	69	0.090	0
3	2346	1385	93	8	73	0.320	0
8	4875	631	194	8	101	0.250	1
7	2854	982	361	13	100	0.220	0
5	1045	1157	57	14	95	0.310	0
7	4087	1583	309	9	53	0.320	0
3	2547	1781	456	6	106	0.490	1
8	395	1996	96	7	58	0.480	0
4	485	906	381	15	52	0.360	0
3	3766	735	413	5	60	0.170	1
7	1424	767	433	7	73	0.360	1
5	3352	1535	497	17	91	0.370	0
5	4035	618	139	19	77	0.150	0
4	1508	1841	486	9	111	0.430	0
6	3816	849	433	16	115	0.250	1
3	3451	1203	378	5	88	0.430	1
4	2413	1908	182	10	71	0.030	0
7	443	1849	463	10	93	0.470	0
6	3319	1575	315	12	114	0.430	0
8	2992	1215	72	15	52	0.130	0
4	3333	1783	386	10	104	0.250	0
4	4131	1490	319	17	115	0.230	0
3	1054	547	187	13	57	0.040	0
6	2384	778	140	5	106	0.440	1
3	4980	1468	87	15	77	0.220	0
5	4133	1225	145	5	81	0.010	1
7	2106	1705	21	9	85	0.180	0
7	2523	763	23	18	71	0.200	0
6	775	1043	206	14	95	0.420	0
7	4191	1800	242	10	62	0.020	0
6	959	741	51	7	90	0.030	0
4	2377	1453	259	19	76	0.310	0
7	1673	1071	449	17	72	0.070	0
8	3594	694	196	9	107	0.120	1
8	357	980	286	8	82	0.150	0
3	3597	1790	127	9	78	0.270	0
3	101	547	494	16	78	0.280	0
3	4465	1846	495	17	63	0.040	0
8	1496	812	469	16	97	0.120	0
6	4623	721	488	14	117	0.100	1
8	331	1614	298	8	99	0.220	0
8	2551	598	157	5	115	0.380	1
4	209	1589	110	13	63	0.360	0
4	3459	1465	370	16	79	0.190	0
4	967	738	282	15	66	0.410	0
3	3474	744	393	19	112	0.250	0
6	984	1347	51	15	53	0.250	0
5	774	1271	232	14	93	0.080	0
4	3251	508	318	14	105	0.220	0
5	927	1887	190	13	55	0.180	0
5	3801	712	406	8	95	0.270	1
4	2007	1994	152	15	105	0.400	0
7	4181	1681	222	5	84	0.450	1
6	4835	741	81	18	70	0.190	0
5	4519	1512	450	7	66	0.080	1
5	3903	581	103	9	88	0.090	0
3	2638	629	205	15	95	0.090	0
7	781	1297	131	14	68	0.470	0
7	3715	598	322	19	50	0.400	0
8	354	1080	75	10	114	0.080	0
3	3885	502	329	12	97	0.470	1
7	1178	1985	39	19	87	0.450	0
7	1038	1691	341	15	98	0.130	0
5	312	1115	301	6	60	0.030	0
5	3408	1742	426	17	63	0.180	0
7	2405	817	161	7	76	0.040	0
7	3117	785	388	15	61	0.040	0
4	3821	788	305	9	101	0.470	1
3	157	734	395	6	83	0.340	0
6	773	1855	383	19	85	0.160	0
8	3060	1711	452	14	85	0.380	0
7	3801	1909	378	8	95	0.060	1
6	412	1861	384	11	75	0.260	0
8	554	747	287	5	61	0.200	0
3	3924	900	316	12	105	0.280	1
6	4853	1831	485	10	118	0.040	1
5	2901	1592	299	17	64	0.010	0
4	3160	1749	114	5	70	0.150	0
8	4199	1615	311	11	65	0.060	0
8	3790	1467	369	15	116	0.310	0
3	2650	629	363	7	56	0.120	1
7	1503	1553	183	18	64	0.370	0
7	4541	947	366	17	106	0.170	0
4	2594	1922	164	8	116	0.130	0
4	668	1608	140	16	65	0.230	0
8	2931	1119	486	7	115	0.170	1
3	2252	1964	289	10	102	0.430	0
3	2184	1137	349	14	52	0.080	0
8	2967	871	269	17	61	0.040	0
3	4562	575	286	9	54	0.010	0
4	4207	1388	414	18	59	0.230	0
4	762	1137	269	6	103	0.060	0
6	4193	1655	267	13	95	0.170	0
8	2634	1729	220	6	68	0.430	1
8	807	1444	418	11	98	0.170	0
5	1011	1198	131	12	111	0.440	0
8	3905	1722	193	18	78	0.310	0
4	1911	1830	480	13	75	0.290	0
4	4513	1808	155	16	97	0.300	0
8	3714	1573	396	19	107	0.470	0
3	280	618	356	13	74	0.250	0
6	1720	1728	152	12	95	0.240	0
8	3561	1330	438	17	62	0.470	0
8	3950	1641	188	5	89	0.200	1
4	4544	1325	135	12	59	0.460	0
6	4337	1738	353	7	119	0.440	1
3	2545	1382	184	12	77	0.150	0
7	4410	1524	30	9	85	0.110	0
4	1631	913	437	19	106	0.350	0
6	3074	1416	362	9	106	0.270	1
8	1455	826	203	19	95	0.430	0
8	4016	1493	163	19	80	0.410	0
5	630	1702	16	17	89	0.480	0
3	1156	714	390	18	70	0.030	0
8	4618	1061	453	11	91	0.260	1
7	1104	1706	370	8	83	0.040	0
5	103	1498	464	8	99	0.480	0
3	3436	1720	392	12	53	0.450	0
4	495	1940	339	9	78	0.390	0
6	2399	1023	270	13	58	0.170	0
5	2895	1370	251	19	69	0.310	0
4	3168	1416	408	14	100	0.250	0
6	1811	976	20	12	106	0.070	0
5	1852	548	355	5	96	0.360	1
5	1980	726	459	12	114	0.250	1
6	2072	1161	277	17	89	0.060	0
7	1840	1410	490	8	106	0.370	1
8	2639	631	196	7	58	0.470	1
4	3409	722	428	6	102	0.170	1
6	3807	915	316	19	98	0.350	0
7	4347	862	82	6	109	0.410	1
3	2251	905	4	18	110	0.440	0
6	3232	506	393	15	79	0.280	0
5	2707	704	41	14	82	0.180	0
3	4975	1921	478	11	99	0.440	1
6	2998	672	259	18	112	0.250	0
7	4573	1343	387	19	87	0.400	0
5	4987	723	413	12	82	0.440	1
5	2343	1466	174	10	90	0.180	0
5	3398	1323	472	11	108	0.360	1
4	2628	1185	103	16	91	0.430	0
3	4030	1224	155	8	78	0.380	0
4	1056	1991	478	18	113	0.250	0
8	4008	706	171	15	76	0.170	0
6	4663	879	426	5	61	0.160	1
8	4378	543	134	11	56	0.080	0
4	1474	709	158	19	85	0.310	0
8	4674	1264	209	17	103	0.330	0
7	1660	1256	240	17	89	0.270	0
8	4770	531	13	19	51	0.120	0
8	2438	1901	58	7	54	0.350	0
8	3942	688	31	7	76	0.010	0
3	4150	1203	61	11	99	0.020	0
4	3188	811	324	13	74	0.120	0
6	460	1316	377	6	63	0.390	0
4	4409	858	381	17	80	0.310	0
7	4804	867	62	8	58	0.020	0
5	4256	997	202	17	97	0.130	0
4	2020	1923	197	5	111	0.360	1
3	973	1595	220	6	74	0.040	0
6	1214	1011	178	19	52	0.400	0
6	2570	1269	279	10	83	0.240	0
5	3025	1996	70	8	116	0.380	0
6	1186	655	30	11	117	0.400	0
5	4893	561	115	15	65	0.450	0
6	683	1937	169	8	71	0.410	0
8	1463	973	5	5	111	0.200	0
7	3622	1316	52	10	73	0.030	0
7	1930	1906	249	15	86	0.120	0
8	2267	895	444	8	119	0.410	1
5	2133	985	69	6	52	0.130	0
8	905	745	210	13	66	0.160	0
6	4359	1370	113	16	83	0.080	0
4	4759	1793	78	16	86	0.340	0
3	2346	1578	24	12	113	0.040	0
5	1963	745	331	5	92	0.250	1
5	3490	813	170	8	98	0.310	0
5	2265	532	35	10	55	0.420	0
5	2754	1163	371	11	58	0.250	0
5	2056	1065	271	10	84	0.230	0
5	3878	1920	122	8	84	0.160	0
4	1952	1841	184	9	78	0.360	0
4	4084	1406	263	12	77	0.020	0
6	4604	612	394	8	58	0.320	1
4	154	1970	453	15	114	0.240	0
4	1896	1798	80	17	98	0.220	0
7	2873	1972	28	15	55	0.220	0
6	3630	939	146	5	78	0.040	1
8	3963	516	62	14	101	0.010	0
5	3388	1988	456	16	108	0.050	0
4	1009	1593	365	15	69	0.250	0
6	864	1124	202	16	115	0.220	0
5	4292	589	57	18	69	0.290	0
8	1345	1665	3	11	85	0.450	0
8	1292	1672	133	17	103	0.020	0
5	1189	1467	232	17	54	0.040	0
4	784	1798	417	7	63	0.440	0
7	719	845	263	8	104	0.350	0
8	761	959	181	5	56	0.010	0
6	343	1511	22	12	104	0.180	0
4	1796	1229	162	17	113	0.160	0
5	3858	591	488	17	81	0.380	0
6	4382	1811	412	13	119	0.490	1
3	3702	1454	71	15	112	0.340	0
4	1686	1023	107	15	76	0.190	0
3	901	1485	35	16	78	0.450	0
3	1958	1495	465	17	110	0.280	0
6	3537	1057	290	16	89	0.170	0
7	1295	727	23	16	107	0.370	0
6	1933	610	242	10	52	0.110	0
5	2815	507	25	10	110	0.280	0
7	724	1269	218	13	102	0.290	0
3	3828	1228	288	9	99	0.220	1
6	2523	1777	73	19	57	0.350	0
4	3397	935	451	13	115	0.370	1
3	3508	638	292	9	55	0.110	0
5	4466	696	218	19	64	0.060	0
7	4101	961	210	17	83	0.030	0
6	659	1799	44	12	102	0.340	0
8	4092	1789	102	16	103	0.360	0
3	972	1547	400	8	81	0.370	0
6	519	670	314	19	54	0.020	0
3	2128	1780	477	8	54	0.100	0
6	1686	816	119	8	74	0.280	0
6	3041	1357	455	18	115	0.230	0
3	2548	1590	164	17	99	0.130	0
7	3574	881	41	17	113	0.200	0
4	3952	1666	439	19	76	0.140	0
7	4911	1719	121	19	114	0.480	0
5	3241	626	84	8	63	0.420	0
3	4502	1889	184	9	116	0.250	0
6	2212	1388	103	10	106	0.030	0
8	700	1329	293	18	106	0.080	0
6	4971	892	456	7	85	0.230	1
7	3255	1777	236	16	102	0.220	0
4	2430	1848	345	14	78	0.040	0
4	3305	1577	404	8	82	0.430	1
4	3507	1675	394	13	81	0.340	0
6	2250	1393	451	10	96	0.370	1
7	3992	657	205	8	113	0.230	1
8	1089	1107	89	8	101	0.360	0
8	453	653	266	12	117	0.060	0
5	2401	1050	64	8	74	0.280	0
7	414	947	491	6	75	0.410	0
4	3079	1606	266	6	113	0.180	1
5	2658	1209	62	12	107	0.050	0
4	3245	1782	90	6	80	0.270	0
6	845	824	303	16	101	0.380	0
7	4073	1416	44	14	56	0.070	0
3	4568	1569	239	19	104	0.090	0
8	1937	1495	83	5	77	0.120	0
6	2527	1517	45	14	51	0.380	0
4	4537	1532	468	16	101	0.160	0
6	2785	1250	325	9	110	0.010	1
4	596	1291	69	18	85	0.240	0
4	3963	670	389	6	85	0.260	1
5	4632	1420	414	13	53	0.310	0
3	1305	788	61	14	81	0.160	0
8	3042	623	215	13	91	0.320	0
3	2265	1309	181	19	58	0.130	0
4	1015	945	397	15	105	0.260	0
7	2760	831	110	5	86	0.410	1
3	3029	1894	48	8	104	0.120	0
7	529	734	136	12	78	0.060	0
7	1333	1292	160	7	114	0.400	0
5	3694	1287	406	6	88	0.470	1
3	2396	1664	122	13	102	0.250	0
3	3968	1407	166	11	75	0.110	0
5	2920	1275	109	9	97	0.260	0
3	494	534	311	14	90	0.120	0
7	1668	1496	10	19	62	0.350	0
8	4792	1230	36	6	93	0.340	1
5	4833	1365	315	12	97	0.020	0
3	4401	1903	385	9	81	0.030	0
8	4704	703	149	14	57	0.070	0
6	4358	1201	319	14	68	0.430	0
7	2499	1115	32	14	100	0.030	0
5	3060	1318	21	5	62	0.370	0
3	3649	1292	345	10	101	0.290	1
6	610	1712	31	18	66	0.010	0
6	4392	520	313	14	113	0.240	1
7	902	1058	55	17	109	0.230	0
8	485	940	240	8	71	0.060	0
5	1347	1611	329	15	55	0.240	0
4	603	1406	259	6	78	0.490	0
6	4203	1501	493	6	97	0.010	1
3	4046	1219	153	10	52	0.450	0
6	4115	1062	301	13	73	0.410	0
4	738	1426	33	15	73	0.120	0
6	3840	818	379	8	101	0.040	1
8	230	1835	423	15	94	0.010	0
6	2412	1804	358	15	99	0.090	0
5	4952	1403	353	13	74	0.200	0
5	1951	1308	17	11	87	0.360	0
5	975	1929	63	6	67	0.060	0
7	1940	1818	353	6	100	0.080	0
7	503	1546	110	9	82	0.170	0
8	3031	1384	82	14	103	0.410	0
3	4030	1123	218	13	94	0.380	0
3	120	1560	202	8	80	0.110	0
6	811	1779	294	5	80	0.400	0
3	4389	1732	136	11	87	0.460	0
3	3130	750	205	7	102	0.050	1
4	3865	1176	19	15	80	0.430	0
7	3837	738	234	12	55	0.290	0
3	3646	1521	445	17	64	0.460	0
8	1982	1739	306	19	51	0.080	0
6	1449	623	56	13	55	0.180	0
4	1437	1502	167	9	55	0.080	0
7	2295	1732	92	7	76	0.290	0
4	1504	1872	106	17	78	0.470	0
4	4812	1428	80	7	92	0.010	0
5	1981	1350	339	15	72	0.330	0
3	2138	1481	473	9	67	0.300	0
3	311	938	442	14	86	0.360	0
7	326	565	288	7	87	0.380	0
5	4544	1802	122	14	99	0.200	0
3	171	1164	302	18	116	0.440	0
4	2453	1540	237	11	55	0.410	0
3	4975	1174	13	13	75	0.220	0
6	1914	728	57	9	99	0.410	0
4	3617	1442	275	12	82	0.270	0
4	1866	1534	199	15	110	0.150	0
4	3393	1050	168	16	55	0.450	0
6	1785	1154	36	5	109	0.020	0
4	2062	1965	386	19	113	0.330	0
3	1043	1040	325	8	93	0.140	0
4	2258	1613	391	15	61	0.020	0
6	1220	1897	79	17	95	0.030	0
3	4249	1485	287	11	74	0.010	0
8	2598	877	491	17	71	0.140	0
7	2173	1920	345	9	54	0.110	0
6	1766	1934	312	6	87	0.280	0
7	3281	1065	106	5	92	0.250	1
8	126	699	341	8	64	0.130	0
7	4021	1286	478	6	69	0.440	1
3	2669	713	411	5	91	0.140	1
4	2154	993	104	5	93	0.330	1
3	2064	1236	320	14	76	0.090	0
7	2974	1050	249	14	96	0.010	0
3	3660	1759	13	18	118	0.200	0
8	2224	988	29	6	109	0.380	0
4	2157	829	277	14	102	0.470	0
6	1418	551	2	10	101	0.130	0
7	4666	975	205	9	119	0.230	1
6	3438	1494	283	12	59	0.340	0
8	1081	686	334	6	94	0.050	1
7	445	1025	392	12	82	0.240	0
4	1996	1138	6	5	117	0.480	1
8	2906	955	303	13	104	0.140	0
8	4791	1144	54	7	85	0.150	0
7	2242	966	363	10	54	0.470	0
3	3848	1083	52	14	55	0.050	0
3	3743	1099	80	12	106	0.080	0
5	1695	1688	109	14	57	0.210	0
8	3575	1680	437	6	80	0.190	1
6	3973	1230	129	6	111	0.100	1
8	2817	1957	304	7	73	0.040	0
7	1551	672	106	10	84	0.020	0
6	1330	685	430	11	96	0.110	0
4	2749	1257	409	7	115	0.420	1
4	3004	1040	115	5	78	0.050	1
5	1439	573	45	6	59	0.040	0
6	3853	1348	259	14	106	0.200	0
7	847	819	55	8	109	0.470	0
3	3389	923	75	6	70	0.240	0
6	4751	544	18	19	65	0.360	0
6	2070	1528	303	16	84	0.400	0
6	2419	870	150	9	81	0.050	0
3	1859	1717	158	14	55	0.200	0
8	1176	1464	366	15	76	0.420	0
6	3412	1311	252	5	115	0.310	1
4	3645	1179	385	8	97	0.130	1
6	1000	1860	472	14	92	0.370	0
7	1533	1536	108	15	81	0.250	0
8	2801	752	487	11	78	0.100	1
4	955	1353	160	16	107	0.110	0
3	3948	1638	93	16	117	0.280	0
4	3015	746	386	6	65	0.150	1
4	2340	1151	427	11	101	0.170	1
8	1425	1275	192	5	78	0.080	0
7	685	1677	391	11	54	0.140	0
6	3960	507	388	6	83	0.220	1
3	2278	1288	45	15	61	0.100	0
3	717	1262	190	15	69	0.360	0
3	3148	778	350	16	119	0.110	0
6	2905	744	423	11	73	0.180	1
6	2093	1601	83	17	73	0.140	0
5	4257	1786	309	9	113	0.190	1
5	886	1400	24	10	119	0.250	0
7	1783	1748	57	7	88	0.200	0
5	2080	749	418	13	62	0.230	0
5	3511	1082	95	18	57	0.120	0
3	999	1991	452	10	117	0.130	0
6	4884	1869	131	9	60	0.440	0
3	2340	1313	16	15	54	0.300	0
6	2573	711	218	15	101	0.020	0
6	4506	1100	23	14	105	0.190	0
5	2210	1023	46	5	113	0.070	0
6	4852	774	39	13	79	0.470	0
6	1934	560	323	11	95	0.270	1
6	4207	754	25	9	74	0.070	0
7	1406	1052	269	18	72	0.480	0
8	1747	1413	181	5	79	0.410	1
3	2333	1754	47	14	52	0.400	0
4	4193	1809	124	13	99	0.370	0
3	818	1158	80	9	58	0.490	0
8	2065	951	461	14	74	0.130	0
6	3649	1445	383	6	102	0.280	1
4	2996	1214	223	13	64	0.370	0
4	3603	1123	2	12	94	0.490	0
5	2590	772	48	8	74	0.480	0
7	100	1132	131	10	63	0.480	0
7	4912	1960	86	12	112	0.270	0
4	2981	672	269	18	112	0.410	0
